Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
Graduation,Couple,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP,65,2,69,8.39,6.0
Master,Couple,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,53,2,16,8.41,3.0
Graduation,Couple,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP,51,2,89,8.49,7.0
Graduation,Couple,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,GER,37,0,1089,8.57,22.0
Graduation,Widow,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP,77,0,969,8.69,24.0
Graduation,Couple,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US,67,1,216,8.73,10.0
Graduation,Couple,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA,67,1,216,8.73,10.0
PhD,Couple,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA,47,1,147,8.75,8.0
2n Cycle,Couple,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP,53,2,44,9.1,5.0
Graduation,Couple,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,SP,35,0,884,9.29,16.0
Master,Single,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,CA,46,1,852,9.37,22.0
2n Cycle,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,SP,65,0,748,9.47,21.0
Graduation,Couple,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,CA,60,1,777,9.63,21.0
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,SP,71,3,90,9.66,6.0
Graduation,Couple,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,46,1,394,9.72,14.0
Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,SP,66,0,1649,9.74,22.0
2n Cycle,Couple,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,SP,44,0,917,9.86,23.0
Master,Couple,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,SA,52,1,268,8.08,11.0
Graduation,Couple,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,SP,60,0,833,8.15,13.0
Graduation,Couple,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,IND,60,0,833,8.15,13.0
Graduation,Divorced,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,AUS,48,2,14,8.15,3.0
PhD,Couple,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,SP,49,1,647,8.32,19.0
Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,SA,75,0,1146,8.36,17.0
Graduation,Single,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,US,59,0,1900,8.55,18.0
Graduation,Couple,71866.0,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,AUS,66,1,682,8.56,19.0
Master,Couple,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,SP,40,0,1767,8.61,26.0
PhD,Divorced,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,SP,78,0,656,8.63,19.0
PhD,Couple,156924.0,0,0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,73,0,7,8.88,4.0
2n Cycle,Couple,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,CA,55,2,51,9.01,5.0
Master,Couple,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,SP,66,2,223,9.02,10.0
Graduation,Couple,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,47,1,11,9.16,3.0
Master,Couple,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,SP,71,2,149,9.22,8.0
Graduation,Couple,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,CA,67,1,1803,9.51,27.0
Master,Couple,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SA,51,0,1549,9.75,23.0
Master,Couple,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SP,51,0,1549,9.75,23.0
Graduation,Couple,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,SP,40,0,51,8.24,6.0
PhD,Couple,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,GER,63,1,83,8.28,7.0
PhD,Single,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,CA,48,0,1230,8.28,18.0
Master,Couple,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,SP,66,2,31,8.35,5.0
Graduation,Couple,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,SP,71,2,537,8.36,17.0
Master,Widow,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,SP,71,2,1588,8.36,23.0
Graduation,Couple,22448.0,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,SA,40,1,37,8.38,6.0
Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,SA,46,1,36,8.49,7.0
Master,Couple,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,SA,62,0,973,8.55,14.0
Graduation,Couple,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,CA,32,1,60,8.59,6.0
PhD,Single,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,SP,56,3,147,8.73,8.0
PhD,Couple,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,SA,59,1,763,8.83,21.0
Master,Couple,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,SP,65,0,957,8.87,14.0
Graduation,Couple,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,SP,57,2,50,8.9,5.0
PhD,Couple,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,SP,36,1,37,9.05,4.0
PhD,Couple,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP,76,0,185,9.24,9.0
Graduation,Couple,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,SP,62,2,20,9.25,4.0
Graduation,Couple,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,CA,69,2,16,9.36,3.0
Graduation,Couple,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,SP,40,1,355,9.38,13.0
Basic,Single,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,SA,36,0,51,9.56,6.0
2n Cycle,Single,33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,US,37,1,94,9.7,6.0
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,SP,47,2,84,9.91,7.0
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,CA,47,2,84,9.91,7.0
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,1,0,IND,47,2,84,9.91,7.0
2n Cycle,Couple,53230.0,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,GER,66,1,503,9.95,19.0
Master,Couple,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,SP,33,0,1916,8.21,19.0
2n Cycle,Single,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,SP,59,2,36,8.29,5.0
Graduation,Couple,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,SP,69,1,150,8.53,8.0
Graduation,Single,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,SP,58,0,1342,8.55,16.0
Graduation,Widow,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,SP,47,1,913,8.56,23.0
Graduation,Widow,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,GER,47,1,913,8.56,23.0
Graduation,Couple,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,US,55,0,1092,8.57,16.0
2n Cycle,Couple,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,SP,42,2,408,8.62,14.0
Master,Couple,51411.0,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,GER,49,0,967,8.64,14.0
Master,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,SP,60,2,491,8.68,16.0
Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,SP,55,2,11,8.76,3.0
Graduation,Couple,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,SA,63,1,597,8.84,18.0
PhD,Couple,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,SP,48,1,63,9.02,5.0
2n Cycle,Couple,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,GER,49,1,56,9.04,6.0
Graduation,Divorced,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,SP,70,1,682,9.15,19.0
Graduation,Couple,63777.0,1,1,87,457,5,106,15,17,53,8,11,1,6,8,0,0,0,0,0,0,0,IND,43,2,600,9.31,18.0
Graduation,Couple,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,CA,50,2,894,9.32,13.0
Master,Couple,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,SP,66,1,656,9.4,19.0
2n Cycle,Couple,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,CA,57,0,387,9.41,14.0
Graduation,Single,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,SP,70,0,1194,9.63,21.0
PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,SA,69,3,251,9.64,11.0
Graduation,Couple,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,SP,48,1,1884,9.75,28.0
Graduation,Divorced,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,1,0,CA,51,1,149,9.76,8.0
Graduation,Couple,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,SP,65,0,2092,9.8,21.0
Graduation,Couple,51411.0,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,AUS,64,2,39,9.87,4.0
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,GER,37,1,148,9.88,8.0
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,SP,37,1,148,9.88,8.0
Graduation,Couple,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,SP,60,1,305,8.13,12.0
Graduation,Couple,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,SA,34,1,39,8.6,4.0
Graduation,Couple,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,SP,70,1,258,8.72,11.0
Graduation,Couple,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,GER,64,0,304,8.75,12.0
Graduation,Couple,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,SP,48,2,349,8.97,13.0
PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,0,SP,60,0,1301,9.2,19.0
Master,Divorced,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,SP,60,1,651,9.26,19.0
Graduation,Divorced,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,AUS,71,1,607,9.27,18.0
PhD,Couple,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,GER,47,2,642,9.28,19.0
Master,Couple,20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,AUS,37,1,46,9.35,5.0
Master,Couple,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,SA,66,2,724,9.52,20.0
Graduation,Couple,73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,IND,44,1,795,9.53,21.0
Master,Couple,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,66,0,24,9.54,4.0
Graduation,Couple,36807.0,1,1,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0,IND,68,2,11,9.57,3.0
2n Cycle,Couple,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,CA,47,1,991,9.69,24.0
PhD,Couple,81574.0,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,SA,75,0,1798,8.22,17.0
Graduation,Couple,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,CA,46,2,16,8.35,3.0
PhD,Couple,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,SA,44,1,90,8.38,6.0
PhD,Couple,78128.0,0,1,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,GER,48,1,1228,8.4,18.0
PhD,Couple,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,GER,50,0,1413,8.54,21.0
2n Cycle,Couple,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,US,62,2,90,8.56,6.0
Graduation,Couple,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,SP,57,1,358,8.79,13.0
Master,Couple,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,SA,55,2,20,8.83,4.0
PhD,Couple,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,SP,51,1,117,8.9,7.0
2n Cycle,Couple,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,SP,60,0,1282,8.92,25.0
Graduation,Divorced,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,SP,47,1,1550,9.0,23.0
Master,Couple,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,SP,46,0,66,9.03,6.0
Graduation,Couple,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,SA,54,2,189,9.17,9.0
Graduation,Couple,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,SP,55,2,34,9.25,5.0
Master,Couple,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,SP,51,1,153,9.3,8.0
PhD,Couple,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,SA,57,1,1085,9.32,26.0
Graduation,Single,18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,US,53,0,62,9.53,6.0
Graduation,Couple,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,SP,46,1,1872,9.67,22.0
Basic,Couple,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,SP,71,0,290,9.69,11.0
Graduation,Single,82332.0,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,1,0,GER,61,0,1987,9.83,20.0
PhD,Couple,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,IND,52,2,43,8.15,5.0
Master,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,SP,54,1,32,8.23,5.0
PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,SP,68,0,1606,8.29,14.0
PhD,Couple,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,SP,56,1,712,8.37,20.0
PhD,Couple,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,CA,64,0,1158,8.47,17.0
Master,Couple,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,SP,46,1,12,8.53,3.0
Master,Widow,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,SP,78,0,256,8.99,11.0
Master,Couple,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,US,64,1,190,9.01,9.0
PhD,Couple,48699.0,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,AUS,72,2,39,9.15,4.0
Graduation,Couple,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,AUS,68,0,714,9.21,20.0
Graduation,Couple,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,GER,67,1,183,9.22,9.0
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,SP,67,2,30,9.22,4.0
Graduation,Couple,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,GER,52,3,1489,9.27,12.0
PhD,Couple,60896.0,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,1,0,CA,58,1,1548,9.76,23.0
PhD,Couple,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,SA,34,0,1954,9.87,19.0
PhD,Couple,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,SP,34,0,1954,9.87,19.0
Graduation,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,SP,35,1,363,9.9,13.0
Graduation,Couple,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,SP,50,3,306,9.9,12.0
2n Cycle,Divorced,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,0,SP,51,0,1110,9.91,26.0
PhD,Couple,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,SP,44,1,306,9.95,12.0
PhD,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,SP,48,1,121,8.22,7.0
Graduation,Divorced,56981.0,0,0,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0,0,SA,41,0,1217,8.47,18.0
Graduation,Couple,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,CA,38,1,116,8.53,7.0
Graduation,Couple,90000.0,0,0,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,0,CA,38,0,1238,8.56,17.0
PhD,Couple,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,SP,69,1,393,8.56,14.0
Graduation,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,IND,33,1,18,8.57,4.0
PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,SP,45,2,10,8.61,3.0
Graduation,Couple,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,SP,63,1,900,8.63,23.0
PhD,Couple,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,SP,68,1,392,8.67,14.0
Master,Couple,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,SP,56,1,93,8.81,6.0
2n Cycle,Couple,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,GER,57,1,122,8.87,7.0
2n Cycle,Couple,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,SP,57,1,122,8.87,7.0
Graduation,Couple,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,SP,66,2,491,8.87,16.0
Graduation,Couple,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,SP,53,0,2153,8.92,22.0
PhD,Couple,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,SP,66,0,1469,9.3,22.0
Master,Couple,76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,US,73,1,1606,9.3,24.0
Graduation,Couple,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,SP,44,2,40,9.53,4.0
Graduation,Divorced,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,66,0,16,9.95,3.0
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,GER,70,0,606,8.15,18.0
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,SA,70,0,606,8.15,18.0
Graduation,Couple,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,SP,69,1,39,8.39,5.0
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,SP,56,2,125,8.61,25.0
Graduation,Couple,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,SA,45,1,36,8.61,5.0
Master,Divorced,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,SP,50,1,182,8.77,9.0
PhD,Couple,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,GER,64,1,445,8.78,15.0
Graduation,Couple,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,SP,50,1,789,8.84,15.0
Graduation,Single,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,SA,47,1,260,8.93,11.0
Master,Couple,45736.0,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,GER,68,1,394,8.98,14.0
Graduation,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,SP,51,0,63,9.01,5.0
Graduation,Couple,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,SP,48,1,645,9.05,19.0
Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,SP,53,1,39,9.09,4.0
Graduation,Couple,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,AUS,54,1,42,9.15,4.0
Master,Couple,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,SP,64,0,1541,9.15,23.0
Graduation,Single,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,US,31,0,543,9.21,17.0
Basic,Couple,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,SP,41,0,809,9.47,21.0
Graduation,Widow,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,AUS,71,1,886,9.52,13.0
Graduation,Couple,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,CA,57,1,1551,9.64,23.0
Graduation,Couple,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,SP,56,0,1571,9.68,25.0
Master,Couple,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,SA,66,1,953,9.68,24.0
Graduation,Couple,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,1,SP,68,2,49,9.7,5.0
Graduation,Couple,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,1,SA,68,2,49,9.7,5.0
2n Cycle,Couple,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,SA,64,0,185,9.81,9.0
2n Cycle,Couple,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,SP,64,0,185,9.81,9.0
2n Cycle,Couple,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,IND,34,1,58,9.86,6.0
Graduation,Couple,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,AUS,61,2,254,9.89,11.0
Graduation,Couple,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,GER,61,2,254,9.89,11.0
PhD,Couple,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,SP,51,1,832,9.92,22.0
